nodeid	level_1	level_2	level_3	level_4	level_5
290115	Travel	Adventure Travel	Canoeing	N/A	N/A
290116	Travel	Adventure Travel	Cycling	N/A	N/A
290107	Travel	Adventure Travel	General	N/A	N/A
16400	Travel	Adventure Travel	Hiking	N/A	N/A
290117	Travel	Adventure Travel	Kayaking	N/A	N/A
290122	Travel	Adventure Travel	Mountaineering	N/A	N/A
290120	Travel	Adventure Travel	Scuba Diving	N/A	N/A
16698	Travel	Adventure Travel	Skiing	N/A	N/A
16703	Travel	Africa	N/A	N/A	N/A
16705	Travel	Africa	Algeria	N/A	N/A
16707	Travel	Africa	Botswana	N/A	N/A
16709	Travel	Africa	Burkina Faso	N/A	N/A
16711	Travel	Africa	Coastal West Africa	N/A	N/A
16718	Travel	Africa	Democratic Republic of Congo	N/A	N/A
16720	Travel	Africa	Egypt	N/A	N/A
67599	Travel	Africa	Egypt	Cairo	N/A
67598	Travel	Africa	Egypt	General	N/A
16723	Travel	Africa	Eritrea	N/A	N/A
16725	Travel	Africa	Ethiopia & Djibouti	N/A	N/A
8883988011	Travel	Africa	Ethiopia & Djibouti	Djibouti	N/A
8883989011	Travel	Africa	Ethiopia & Djibouti	Ethiopia	N/A
16727	Travel	Africa	Gambia & Senegal	N/A	N/A
8883990011	Travel	Africa	Gambia & Senegal	Gambia	N/A
8883991011	Travel	Africa	Gambia & Senegal	Senegal	N/A
16730	Travel	Africa	General	N/A	N/A
16732	Travel	Africa	Kenya	N/A	N/A
16734	Travel	Africa	Lesotho	N/A	N/A
16736	Travel	Africa	Libya	N/A	N/A
16738	Travel	Africa	Madagascar & Comoros	N/A	N/A
8883992011	Travel	Africa	Madagascar & Comoros	Comoros	N/A
8883993011	Travel	Africa	Madagascar & Comoros	Madagascar	N/A
16740	Travel	Africa	Malawi	N/A	N/A
16742	Travel	Africa	Morocco	N/A	N/A
16744	Travel	Africa	Mozambique	N/A	N/A
16746	Travel	Africa	Namibia	N/A	N/A
16747	Travel	Africa	Niger & Nigeria	N/A	N/A
8883994011	Travel	Africa	Niger & Nigeria	Niger	N/A
8883995011	Travel	Africa	Niger & Nigeria	Nigeria	N/A
16749	Travel	Africa	Rwanda & Uganda	N/A	N/A
8883996011	Travel	Africa	Rwanda & Uganda	Rwanda	N/A
8883997011	Travel	Africa	Rwanda & Uganda	Uganda	N/A
16913	Travel	Africa	Sao Tome and Principe	N/A	N/A
16751	Travel	Africa	Seychelles	N/A	N/A
16753	Travel	Africa	Somalia	N/A	N/A
16755	Travel	Africa	South Africa	N/A	N/A
67681	Travel	Africa	South Africa	Cape Town	N/A
67680	Travel	Africa	South Africa	General	N/A
67682	Travel	Africa	South Africa	Johannesburg	N/A
16757	Travel	Africa	Sudan	N/A	N/A
16759	Travel	Africa	Swaziland	N/A	N/A
16761	Travel	Africa	Tanzania	N/A	N/A
16763	Travel	Africa	Tunisia	N/A	N/A
16765	Travel	Africa	Western Africa: Mali, Mauritania & Western Sahara	N/A	N/A
8929677011	Travel	Africa	Western Africa: Mali, Mauritania & Western Sahara	Mali	N/A
8929678011	Travel	Africa	Western Africa: Mali, Mauritania & Western Sahara	Mauritania	N/A
8929679011	Travel	Africa	Western Africa: Mali, Mauritania & Western Sahara	Western Sahara	N/A
16768	Travel	Africa	Zambia	N/A	N/A
16770	Travel	Africa	Zimbabwe	N/A	N/A
16772	Travel	Asia	N/A	N/A	N/A
16774	Travel	Asia	Afghanistan	N/A	N/A
69262	Travel	Asia	Armenia	N/A	N/A
16776	Travel	Asia	Bangladesh	N/A	N/A
16781	Travel	Asia	Bhutan	N/A	N/A
16783	Travel	Asia	Cambodia	N/A	N/A
16785	Travel	Asia	China	N/A	N/A
67589	Travel	Asia	China	Beijing	N/A
67588	Travel	Asia	China	General	N/A
67590	Travel	Asia	China	Guangzhou	N/A
67591	Travel	Asia	China	Shanghai	N/A
16787	Travel	Asia	General	N/A	N/A
67611	Travel	Asia	Georgia	N/A	N/A
16790	Travel	Asia	Hong Kong	N/A	N/A
16792	Travel	Asia	India	N/A	N/A
67632	Travel	Asia	India	Bombay	N/A
67633	Travel	Asia	India	Calcutta	N/A
67634	Travel	Asia	India	Delhi	N/A
67631	Travel	Asia	India	General	N/A
16795	Travel	Asia	Indonesia	N/A	N/A
67636	Travel	Asia	Indonesia	Bali	N/A
67637	Travel	Asia	Indonesia	Borneo	N/A
67635	Travel	Asia	Indonesia	General	N/A
67638	Travel	Asia	Indonesia	Jakarta	N/A
67639	Travel	Asia	Indonesia	Java	N/A
67640	Travel	Asia	Indonesia	Sumatra	N/A
16797	Travel	Asia	Japan	N/A	N/A
67656	Travel	Asia	Japan	General	N/A
67657	Travel	Asia	Japan	Kyoto	N/A
67658	Travel	Asia	Japan	Tokyo	N/A
16799	Travel	Asia	Laos	N/A	N/A
16801	Travel	Asia	Macau	N/A	N/A
16803	Travel	Asia	Malaysia & Brunei	N/A	N/A
8883998011	Travel	Asia	Malaysia & Brunei	Brunei	N/A
8883999011	Travel	Asia	Malaysia & Brunei	Malaysia	N/A
16806	Travel	Asia	Maldives	N/A	N/A
16808	Travel	Asia	Mauritius	N/A	N/A
16811	Travel	Asia	Mongolia	N/A	N/A
16813	Travel	Asia	Myanmar	N/A	N/A
16815	Travel	Asia	Nepal	N/A	N/A
67666	Travel	Asia	Nepal	General	N/A
67667	Travel	Asia	Nepal	Kathmandu	N/A
16817	Travel	Asia	North Korea	N/A	N/A
16819	Travel	Asia	Pakistan	N/A	N/A
16821	Travel	Asia	Philippines	N/A	N/A
16823	Travel	Asia	Russia	N/A	N/A
67676	Travel	Asia	Russia	General	N/A
67677	Travel	Asia	Russia	Moscow	N/A
67678	Travel	Asia	Russia	Siberia	N/A
67679	Travel	Asia	Russia	St. Petersburg	N/A
16826	Travel	Asia	Singapore	N/A	N/A
16828	Travel	Asia	South Korea	N/A	N/A
67659	Travel	Asia	South Korea	General	N/A
67660	Travel	Asia	South Korea	Seoul	N/A
271637011	Travel	Asia	Southeast	N/A	N/A
9039271011	Travel	Asia	Southwest	N/A	N/A
16837	Travel	Asia	Sri Lanka	N/A	N/A
16839	Travel	Asia	Taiwan	N/A	N/A
16841	Travel	Asia	Thailand	N/A	N/A
67692	Travel	Asia	Thailand	Bangkok	N/A
67691	Travel	Asia	Thailand	General	N/A
16843	Travel	Asia	Tibet	N/A	N/A
16845	Travel	Asia	Turkey	N/A	N/A
67693	Travel	Asia	Turkey	General	N/A
67694	Travel	Asia	Turkey	Istanbul	N/A
16847	Travel	Asia	Turkmenistan	N/A	N/A
16849	Travel	Asia	Vietnam	N/A	N/A
16854	Travel	Australia & South Pacific	N/A	N/A	N/A
16855	Travel	Australia & South Pacific	Australia	N/A	N/A
67564	Travel	Australia & South Pacific	Australia	Brisbane	N/A
67563	Travel	Australia & South Pacific	Australia	General	N/A
67565	Travel	Australia & South Pacific	Australia	Great Barrier Reef	N/A
67566	Travel	Australia & South Pacific	Australia	Melbourne	N/A
67567	Travel	Australia & South Pacific	Australia	Sydney	N/A
67568	Travel	Australia & South Pacific	Australia	Tasmania	N/A
16858	Travel	Australia & South Pacific	Fiji	N/A	N/A
271638011	Travel	Australia & South Pacific	General	N/A	N/A
16859	Travel	Australia & South Pacific	Guam	N/A	N/A
16861	Travel	Australia & South Pacific	Micronesia	N/A	N/A
16863	Travel	Australia & South Pacific	New Caledonia	N/A	N/A
16865	Travel	Australia & South Pacific	New Zealand	N/A	N/A
16867	Travel	Australia & South Pacific	Papua New Guinea	N/A	N/A
16869	Travel	Australia & South Pacific	South Pacific	N/A	N/A
67690	Travel	Australia & South Pacific	Tahiti	N/A	N/A
16874	Travel	Australia & South Pacific	Vanuatu	N/A	N/A
16878	Travel	Canada	N/A	N/A	N/A
1091190	Travel	Canada	Cities	N/A	N/A
67580	Travel	Canada	Cities	Banff	N/A
67581	Travel	Canada	Cities	Calgary	N/A
583110011	Travel	Canada	Cities	Edmonton	N/A
67582	Travel	Canada	Cities	Montreal	N/A
67583	Travel	Canada	Cities	Ottawa	N/A
67584	Travel	Canada	Cities	Quebec City	N/A
67585	Travel	Canada	Cities	Toronto	N/A
67586	Travel	Canada	Cities	Vancouver	N/A
67587	Travel	Canada	Cities	Victoria	N/A
67579	Travel	Canada	General	N/A	N/A
1091216	Travel	Canada	National Parks	N/A	N/A
1091192	Travel	Canada	Provinces	N/A	N/A
1091202	Travel	Canada	Provinces	Alberta	N/A
1091200	Travel	Canada	Provinces	British Columbia	N/A
1091204	Travel	Canada	Provinces	Manitoba	N/A
1091208	Travel	Canada	Provinces	New Brunswick	N/A
1091210	Travel	Canada	Provinces	Newfoundland	N/A
1091212	Travel	Canada	Provinces	Nova Scotia	N/A
1091194	Travel	Canada	Provinces	Ontario	N/A
1091214	Travel	Canada	Provinces	Prince Edward Island	N/A
1091196	Travel	Canada	Provinces	Quebec	N/A
1091206	Travel	Canada	Provinces	Saskatchewan	N/A
1091198	Travel	Canada	Provinces	Territories	N/A
16880	Travel	Caribbean	N/A	N/A	N/A
16882	Travel	Caribbean	Antigua and Barbuda	N/A	N/A
16884	Travel	Caribbean	Aruba & Netherlands Antilles	N/A	N/A
16887	Travel	Caribbean	Bahamas	N/A	N/A
16889	Travel	Caribbean	Barbados & Trinidad and Tobago	N/A	N/A
8884000011	Travel	Caribbean	Barbados & Trinidad and Tobago	Barbados	N/A
8884001011	Travel	Caribbean	Barbados & Trinidad and Tobago	Trinidad and Tobago	N/A
16891	Travel	Caribbean	Bermuda	N/A	N/A
16893	Travel	Caribbean	Cuba	N/A	N/A
67592	Travel	Caribbean	Cuba	General	N/A
67593	Travel	Caribbean	Cuba	Havana	N/A
16895	Travel	Caribbean	Dominican Republic	N/A	N/A
16897	Travel	Caribbean	French West Indies	N/A	N/A
16899	Travel	Caribbean	General	N/A	N/A
16901	Travel	Caribbean	Grenada	N/A	N/A
16903	Travel	Caribbean	Haiti	N/A	N/A
16905	Travel	Caribbean	Jamaica	N/A	N/A
1040200	Travel	Caribbean	Puerto Rico	N/A	N/A
16907	Travel	Caribbean	Saint Kitts	N/A	N/A
16909	Travel	Caribbean	Saint Lucia	N/A	N/A
16911	Travel	Caribbean	Saint Vincent	N/A	N/A
16915	Travel	Caribbean	Virgin Islands	N/A	N/A
17130	Travel	Central America	N/A	N/A	N/A
17131	Travel	Central America	Belize	N/A	N/A
17133	Travel	Central America	Costa Rica	N/A	N/A
17135	Travel	Central America	El Salvador	N/A	N/A
17138	Travel	Central America	General	N/A	N/A
17140	Travel	Central America	Guatemala	N/A	N/A
17142	Travel	Central America	Honduras	N/A	N/A
17144	Travel	Central America	Nicaragua	N/A	N/A
17146	Travel	Central America	Panama	N/A	N/A
16917	Travel	Europe	N/A	N/A	N/A
16919	Travel	Europe	Andorra	N/A	N/A
16923	Travel	Europe	Austria	N/A	N/A
67569	Travel	Europe	Austria	General	N/A
67570	Travel	Europe	Austria	Vienna	N/A
67571	Travel	Europe	Belarus & Ukraine	N/A	N/A
8884002011	Travel	Europe	Belarus & Ukraine	Belarus	N/A
67573	Travel	Europe	Belarus & Ukraine	Kiev	N/A
8884003011	Travel	Europe	Belarus & Ukraine	Ukraine	N/A
16925	Travel	Europe	Belgium	N/A	N/A
67575	Travel	Europe	Belgium	Brussels	N/A
67574	Travel	Europe	Belgium	General	N/A
17018	Travel	Europe	Bosnia, Croatia & Herzegovina	N/A	N/A
8884004011	Travel	Europe	Bosnia, Croatia & Herzegovina	Bosnia & Herzegovina	N/A
8884005011	Travel	Europe	Bosnia, Croatia & Herzegovina	Croatia	N/A
16927	Travel	Europe	Bulgaria	N/A	N/A
16929	Travel	Europe	Cyprus	N/A	N/A
16931	Travel	Europe	Czech Republic	N/A	N/A
67594	Travel	Europe	Czech Republic	General	N/A
67595	Travel	Europe	Czech Republic	Prague	N/A
16933	Travel	Europe	Denmark	N/A	N/A
67597	Travel	Europe	Denmark	Copenhagen	N/A
67596	Travel	Europe	Denmark	General	N/A
16950	Travel	Europe	England	N/A	N/A
67696	Travel	Europe	England	Bath	N/A
67698	Travel	Europe	England	Devon	N/A
67695	Travel	Europe	England	General	N/A
67699	Travel	Europe	England	Gloucestershire	N/A
67700	Travel	Europe	England	London	N/A
67701	Travel	Europe	England	Yorkshire	N/A
16935	Travel	Europe	Estonia	N/A	N/A
16938	Travel	Europe	Finland	N/A	N/A
16940	Travel	Europe	France	N/A	N/A
67601	Travel	Europe	France	Bordeaux	N/A
67602	Travel	Europe	France	Brittany	N/A
67603	Travel	Europe	France	Corsica	N/A
67604	Travel	Europe	France	Dordogne	N/A
67600	Travel	Europe	France	General	N/A
67605	Travel	Europe	France	Loire	N/A
67606	Travel	Europe	France	Lyon	N/A
67607	Travel	Europe	France	Normandy	N/A
67608	Travel	Europe	France	Paris	N/A
67609	Travel	Europe	France	Provence	N/A
67610	Travel	Europe	France	Rhone	N/A
16942	Travel	Europe	General	N/A	N/A
16944	Travel	Europe	Germany	N/A	N/A
67613	Travel	Europe	Germany	Berlin	N/A
67614	Travel	Europe	Germany	Cologne	N/A
67615	Travel	Europe	Germany	Dusseldorf	N/A
67616	Travel	Europe	Germany	Frankfurt	N/A
67617	Travel	Europe	Germany	Hamburg	N/A
67618	Travel	Europe	Germany	Munich	N/A
67619	Travel	Europe	Germany	Rhine	N/A
16946	Travel	Europe	Great Britain	N/A	N/A
16948	Travel	Europe	Great Britain	Channel Islands	N/A
16950	Travel	Europe	Great Britain	England	N/A
67696	Travel	Europe	Great Britain	England	Bath
67698	Travel	Europe	Great Britain	England	Devon
67695	Travel	Europe	Great Britain	England	General
67699	Travel	Europe	Great Britain	England	Gloucestershire
67700	Travel	Europe	Great Britain	England	London
67701	Travel	Europe	Great Britain	England	Yorkshire
16952	Travel	Europe	Great Britain	General	N/A
16954	Travel	Europe	Great Britain	Northern Ireland	N/A
16956	Travel	Europe	Great Britain	Scotland	N/A
67621	Travel	Europe	Great Britain	Scotland	Edinburgh
67620	Travel	Europe	Great Britain	Scotland	General
67622	Travel	Europe	Great Britain	Scotland	Glasgow
16959	Travel	Europe	Great Britain	Wales	N/A
16961	Travel	Europe	Greece	N/A	N/A
67624	Travel	Europe	Greece	Athens	N/A
67625	Travel	Europe	Greece	Corfu	N/A
67626	Travel	Europe	Greece	Crete	N/A
67627	Travel	Europe	Greece	Cyclades	N/A
67623	Travel	Europe	Greece	General	N/A
67628	Travel	Europe	Greece	Rhodes	N/A
16964	Travel	Europe	Greenland	N/A	N/A
16966	Travel	Europe	Hungary	N/A	N/A
67630	Travel	Europe	Hungary	Budapest	N/A
67629	Travel	Europe	Hungary	General	N/A
16968	Travel	Europe	Iceland	N/A	N/A
16970	Travel	Europe	Ireland	N/A	N/A
67642	Travel	Europe	Ireland	Cork	N/A
67643	Travel	Europe	Ireland	Dublin	N/A
67641	Travel	Europe	Ireland	General	N/A
16973	Travel	Europe	Italy	N/A	N/A
67647	Travel	Europe	Italy	Florence	N/A
67646	Travel	Europe	Italy	General	N/A
67648	Travel	Europe	Italy	Milan	N/A
67649	Travel	Europe	Italy	Naples	N/A
67650	Travel	Europe	Italy	Rome	N/A
67651	Travel	Europe	Italy	Sardinia	N/A
67652	Travel	Europe	Italy	Sicily	N/A
67653	Travel	Europe	Italy	Tuscany	N/A
67654	Travel	Europe	Italy	Umbria	N/A
67655	Travel	Europe	Italy	Venice	N/A
16976	Travel	Europe	Latvia	N/A	N/A
16978	Travel	Europe	Liechtenstein	N/A	N/A
16980	Travel	Europe	Lithuania	N/A	N/A
16982	Travel	Europe	Luxembourg	N/A	N/A
16984	Travel	Europe	Malta	N/A	N/A
16986	Travel	Europe	Monaco	N/A	N/A
16988	Travel	Europe	Netherlands	N/A	N/A
67669	Travel	Europe	Netherlands	Amsterdam	N/A
67668	Travel	Europe	Netherlands	General	N/A
16990	Travel	Europe	Norway	N/A	N/A
67670	Travel	Europe	Norway	General	N/A
67671	Travel	Europe	Norway	Oslo	N/A
16992	Travel	Europe	Poland	N/A	N/A
67672	Travel	Europe	Poland	General	N/A
67673	Travel	Europe	Poland	Warsaw	N/A
16994	Travel	Europe	Portugal	N/A	N/A
67674	Travel	Europe	Portugal	General	N/A
67675	Travel	Europe	Portugal	Lisbon	N/A
16996	Travel	Europe	Romania & Moldova	N/A	N/A
8884006011	Travel	Europe	Romania & Moldova	Moldova	N/A
8884007011	Travel	Europe	Romania & Moldova	Romania	N/A
16823	Travel	Europe	Russia	N/A	N/A
67676	Travel	Europe	Russia	General	N/A
67677	Travel	Europe	Russia	Moscow	N/A
67678	Travel	Europe	Russia	Siberia	N/A
67679	Travel	Europe	Russia	St. Petersburg	N/A
16999	Travel	Europe	San Marino & Umbria	N/A	N/A
8884008011	Travel	Europe	San Marino & Umbria	San Marino	N/A
8884009011	Travel	Europe	San Marino & Umbria	Umbria	N/A
16956	Travel	Europe	Scotland	N/A	N/A
67621	Travel	Europe	Scotland	Edinburgh	N/A
67620	Travel	Europe	Scotland	General	N/A
67622	Travel	Europe	Scotland	Glasgow	N/A
17023	Travel	Europe	Serbia & Slovenia	N/A	N/A
8884010011	Travel	Europe	Serbia & Slovenia	Serbia	N/A
8884011011	Travel	Europe	Serbia & Slovenia	Slovenia	N/A
17001	Travel	Europe	Slovakia	N/A	N/A
17003	Travel	Europe	Spain	N/A	N/A
67683	Travel	Europe	Spain	Andalusia	N/A
17005	Travel	Europe	Spain	Balearic Islands	N/A
67684	Travel	Europe	Spain	Barcelona	N/A
17006	Travel	Europe	Spain	Basque	N/A
67685	Travel	Europe	Spain	Catalonia	N/A
17008	Travel	Europe	Spain	General	N/A
67686	Travel	Europe	Spain	Madrid	N/A
67687	Travel	Europe	Spain	Seville	N/A
17010	Travel	Europe	Sweden	N/A	N/A
67688	Travel	Europe	Sweden	General	N/A
67689	Travel	Europe	Sweden	Stockholm	N/A
17013	Travel	Europe	Switzerland	N/A	N/A
17015	Travel	Europe	Vatican	N/A	N/A
17031	Travel	Food, Lodging & Transportation	N/A	N/A	N/A
17209	Travel	Food, Lodging & Transportation	Air Travel	N/A	N/A
17033	Travel	Food, Lodging & Transportation	Bed & Breakfasts	N/A	N/A
17027	Travel	Food, Lodging & Transportation	Cruises	N/A	N/A
17035	Travel	Food, Lodging & Transportation	Dining	N/A	N/A
17037	Travel	Food, Lodging & Transportation	Hotels & Inns	N/A	N/A
17039	Travel	Food, Lodging & Transportation	Parks & Campgrounds	N/A	N/A
5496753011	Travel	Food, Lodging & Transportation	Railroad Travel	N/A	N/A
5496754011	Travel	Food, Lodging & Transportation	Road Travel	N/A	N/A
17148	Travel	Mexico	N/A	N/A	N/A
67662	Travel	Mexico	Acapulco	N/A	N/A
67663	Travel	Mexico	Cancun & Cozumel	N/A	N/A
8884012011	Travel	Mexico	Cancun & Cozumel	Cancun	N/A
8884013011	Travel	Mexico	Cancun & Cozumel	Cozumel	N/A
67661	Travel	Mexico	General	N/A	N/A
67664	Travel	Mexico	Mexico City	N/A	N/A
67665	Travel	Mexico	Puerto Vallarta	N/A	N/A
67740	Travel	Mexico	Yucatan Peninsula	N/A	N/A
17175	Travel	Middle East	N/A	N/A	N/A
17177	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	N/A	N/A
8884014011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	Bahrain	N/A
8884015011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	Kuwait	N/A
8884016011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	Oman	N/A
8884017011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	Qatar	N/A
8884018011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	United Arab Emirates	N/A
8884019011	Travel	Middle East	Bahrain, Kuwait, Oman, Qatar, United-Arab-Emirates & Yemen	Yemen	N/A
16720	Travel	Middle East	Egypt	N/A	N/A
67599	Travel	Middle East	Egypt	Cairo	N/A
67598	Travel	Middle East	Egypt	General	N/A
17181	Travel	Middle East	General	N/A	N/A
17183	Travel	Middle East	Iran	N/A	N/A
17185	Travel	Middle East	Iraq	N/A	N/A
17187	Travel	Middle East	Israel	N/A	N/A
67644	Travel	Middle East	Israel	General	N/A
67645	Travel	Middle East	Israel	Jerusalem	N/A
17189	Travel	Middle East	Jordan	N/A	N/A
17191	Travel	Middle East	Lebanon	N/A	N/A
17193	Travel	Middle East	Saudi Arabia	N/A	N/A
17195	Travel	Middle East	Syria	N/A	N/A
17197	Travel	Middle East	Yemen	N/A	N/A
17043	Travel	Pictorial	N/A	N/A	N/A
17199	Travel	Polar Regions	N/A	N/A	N/A
17201	Travel	Polar Regions	Antarctica	N/A	N/A
17203	Travel	Polar Regions	Arctic	N/A	N/A
17025	Travel	Reference	N/A	N/A	N/A
5496755011	Travel	Reference	Atlases & Maps	N/A	N/A
11450	Travel	Reference	Atlases & Maps	Atlases	N/A
11453	Travel	Reference	Atlases & Maps	Maps	N/A
11455	Travel	Reference	Atlases & Maps	United States	N/A
